4581 12
38222903 662731085 451822
146763794 342241564 714618
603287826 810913179 808634
931155400 973292280 280435
477112607 652337836 381559
896121599 958971551 663405
477816378 829048209 290210
777731315 807015043 507775
774529743 959419547 125068
164647920 926821957 681065
32728352 865818713 373005
75016685 203439615 429299
132445865 226016849 124079
805333112 915700175 63468
36214098 951666345 858850
445254725 804667174 899511
767912331 815235640 186205
112419967 687779381 688740
2035867 241635964 22034
282155805 576861016 206583
352986816 771273413 401400
544522200 859836506 652181
983417859 988915063 411817
554750765 758447004 449839
369223636 523703848 289162
582084284 942094272 116421
423044762 541987642 570455
239172055 310170235 209975
158063536 241107705 154734
688556857 907472082 94672
128909534 129558050 127090
269976187 342387463 824699
339333131 511069870 202988
943351209 946130666 837360
669174605 931889917 130183
716835661 858880506 266112
366649461 607173809 36644
908989608 954634731 766438
295789130 480729791 375391
167285090 948203856 445362
686665079 730373402 171298
994806404 998497095 133354
767616787 947122304 305016
857367910 950380641 300300
500704696 843864174 543751
355745018 650510832 69189
144316942 498157488 495292
565517727 877751793 726367
249651456 454393544 158517
732690434 992642363 908156
149489548 276605882 933461
250788872 337973623 187331
476703677 818320664 861597
83555989 807220507 545254
126999185 768860760 429303
569817096 975230124 253959
194043697 915503468 887961
507707915 932379635 186707
754563951 983529678 641010
283575178 382168757 604402
388023002 620162990 821384
456159089 663890078 20700
744429928 802965049 391197
345706943 715297436 488099
580934819 782701955 114300
477612628 727873286 194570
730951183 924302861 67971
854155717 873588179 565461
265865680 617119175 789750
212451163 630977350 859101
330480222 437271394 608006
600608607 848978559 291332
974419972 975334997 73603
772906764 993114608 23416
246093245 521120694 12926
201462678 345476853 887690
383351765 789957559 363215
921206846 944657625 280892
942339387 945220365 622824
439310657 613792823 182299
262711660 278879271 540743
571689619 629927144 866876
968235854 979268355 369710
236433414 353434072 768238
5172955 536813175 342677
27472001 188866614 828114
183350425 693542174 915955
459857464 682699302 847160
620559714 760612565 523216
377651659 470526986 534993
237093756 689001832 892427
720985030 862920709 128592
9498672 751733936 160788
63015882 899436863 704277
21243732 276781522 242768
358767647 577740741 361083
875890603 917255138 558283
755401028 835101071 885837
770685369 913442016 970314
810165841 898432618 963895
356234533 584917478 301418
972628943 995907838 157494
322705464 996602107 303636
828543949 866935070 318747
207206055 570631320 517374
706698569 897865480 623647
687193225 702328620 418854
513734805 794181753 393233
599472097 797786386 735068
793074970 948977922 252417
15402856 930734677 734605
118536152 846311129 877002
65412777 583250154 684073
975201112 986325835 405201
995363702 997880651 312426
451528634 840243043 462948
568378606 734439565 290438
804453122 911500075 341763
340320176 928009037 261351
471987470 529816145 901688
333874308 411438314 641187
995030473 998059112 900874
808835710 980379775 946923
811673384 820077427 345478
152371938 623707795 884150
534057485 926302642 812212
280984327 719444791 448684
70269227 553647738 557444
330078051 874030586 412276
626412990 870140067 195995
127543296 365259111 497119
963270997 997035803 114074
941703084 994223895 105025
508634388 610163483 39400
98880906 434108286 817069
152482827 679780381 589213
57640556 644919020 123363
978000340 993252180 203523
77172708 437852585 674391
104666808 837297197 663580
402559295 786603310 139961
916317514 968325076 38727
148706793 155492698 17864
475017726 892342983 606128
643758887 704116233 247804
784921629 806909950 18325
407798823 669099532 942521
971571621 997893937 222364
352291651 568414687 414668
968072388 997885163 913704
351059481 823218380 643083
992923841 997480576 955134
320101501 811942999 544217
961419197 972322686 933238
998534601 999163257 767682
154059477 772932090 732748
794086432 928143799 245492
89074917 626055516 493154
791888730 884971974 53786
808659755 809396383 975903
680249612 922569813 100299
623091491 765497086 64919
245656170 665724785 189017
803294712 992374612 152792
889905238 961576778 738670
815661167 982071239 416771
651448866 836781456 705363
523174968 897128134 782234
586402367 717050896 585214
455459439 867155827 426470
128192014 895145321 800997
61182516 770695790 848223
890155075 938917387 858704
28337083 525363442 315841
983194132 988255140 344691
127864625 210167878 975840
272695380 536711393 440298
888766743 909892736 77378
715561340 831152481 85856
249895842 581502829 852223
224981615 650012674 193088
148692204 870476412 632692
693062399 875121108 564075
657583318 658961874 27460
957925552 965353029 270276
177455169 998212417 100285
453788945 729025565 696883
322810337 880669407 362873
200287550 879937494 757303
477017568 959946510 709895
987866001 995199537 905609
851422148 865692100 489975
376014593 491691837 655390
75516297 466618051 912081
89326928 331044983 563966
677917658 967370096 948104
472779444 633905975 236499
586982953 845968659 78793
514942076 584027387 557059
116732325 401624969 111291
740154022 863458662 360658
125895741 778992876 906908
135931309 663459475 394968
447488373 751899332 863511
452666061 834974538 813393
444141159 585615857 727805
772771654 886703216 971987
921383091 927227499 879267
520339187 913527261 700596
654167983 876602849 317200
548721609 888524515 10854
355322194 939591096 17360
486548491 639663605 630741
947320237 959073192 516492
361275063 621452677 631624
788333773 910020541 230952
408419818 588137999 265746
867855887 973263902 752943
82802547 632262657 631480
393778010 738471990 818736
33575569 455415031 254797
700005605 886170121 344626
429354032 873917874 67036
678791342 759334395 391138
32614491 576782907 460496
273544269 628443206 46089
898549981 909612951 652526
690460687 979608291 509422
928203881 976619225 11166
800295160 916739077 847878
110208311 556726758 632562
418519651 929240895 336533
329662071 782876571 974637
849344677 943432788 992148
410512810 809115509 175415
595765364 962760938 356696
705970171 924460151 718474
761331653 864908373 196144
360609413 887178206 788453
593030637 810510199 867863
914156763 940434069 542948
460046612 846042065 466952
904417771 970167438 940279
893473701 943454336 744838
298376029 337081903 775172
422097402 462937833 789774
183843370 813378523 147036
82693215 386739389 134862
916590167 943719830 515768
817407024 825131147 657084
677851803 740035117 105820
596001470 742271995 147519
174814980 827268552 913494
100885061 403183220 594179
773007637 802602759 815049
251575911 848597978 836674
754007680 963764209 404589
11034101 844398968 634402
771188580 782719654 534992
262892935 708561655 305607
331049741 389006239 517735
826157004 953887196 823018
633412337 676578639 831129
843967089 905741178 196153
170163213 444386220 976811
714628231 745245890 430494
431198967 551152919 30236
550982803 962516974 481128
65187872 646524872 260987
589336073 748313212 99800
578877095 869097469 594345
669339241 728930969 169946
182900569 437706684 54265
879190759 944757056 740466
259457881 676375160 978763
132457173 459459337 786176
369363781 686125534 474266
863736050 958543123 23496
351091377 398129843 120781
254653371 407325816 976944
714292344 954954361 641656
167421025 353620617 325785
513009776 676822651 727031
970235476 980905763 747364
606845915 766221703 414575
712479678 938371397 336646
267719967 608616869 611535
691744131 742695854 93679
99272269 749193395 522489
422315039 564427830 923169
163838385 878058447 687697
309769291 431338088 48593
956652740 957141456 726041
441595291 945514899 544817
693168862 977340832 871509
817988620 854612614 524337
752736503 811248031 7025
292063054 535904850 778715
509871974 756799178 964536
868167478 875966000 798686
576092996 981593807 371596
785181687 790817277 857354
271365118 353902705 304636
608499264 807042832 175570
206357432 400250859 386499
811460325 858819234 988092
237520516 502031055 6564
940318425 984964387 736683
60922510 579700617 135445
818213641 877617122 522534
915034799 953020152 229493
331876768 359935622 818543
826326493 879951864 759569
638631676 878136581 819939
318826576 597541670 255301
74486760 272402533 696449
881381916 950482204 21745
629723572 982955599 297745
599490539 704969846 433464
92738298 836106493 671462
775539128 881545670 499241
37289508 986188554 170133
901505135 976133399 243535
4081130 428016237 7150
807719784 915500740 728506
267246895 589845894 548875
199010588 453216722 5999
336715582 393299910 16233
882002942 940185153 118451
159275447 290900350 816468
60047622 940176075 407275
740951088 771041594 393707
453548795 561235273 263139
323713200 544051049 662419
675945148 972640095 513791
286690489 529847084 391762
883564212 922366455 742510
723932304 858853127 743340
198639386 446825436 630963
622798496 998958038 124799
274290759 701495483 36139
456528416 968758126 589265
686291192 823809934 853255
764456560 955839726 839917
296923315 685095188 836448
899538128 978970691 679880
660987830 740824713 597754
172732179 346358996 807585
944268112 967580459 6594
200811667 995137556 528526
455876953 694546643 378312
678339212 685755731 337508
187891172 552070419 922861
700436613 997646327 961003
264679466 904909418 293303
669462829 989383830 557570
247229967 871001940 692019
750831085 978850116 552748
830775940 921790558 850594
228431394 271745919 544877
578064810 846900421 943058
96224462 755290592 697238
348158159 884686612 689314
264474289 827851164 519446
475598481 797486247 114068
758504779 763562736 459982
129435458 521079968 529658
310039489 486399015 40787
194848595 688375111 334699
111592035 516023393 913887
357046577 615352084 660122
913292307 932963443 568569
535140173 621343931 743257
382973784 520021636 319203
51188397 942778373 53244
735761553 895128097 539027
4696617 301731113 903290
458683830 968472708 205277
977570444 986191616 180511
632014147 691391373 711871
10269954 461911845 23603
929536655 956950054 185257
896583397 970147899 376823
493242581 531859738 461329
691140751 699741892 417616
363399528 452984387 63628
503008688 890163540 556681
681714881 859519582 48270
736682564 998272341 316604
931638271 955053472 273816
262821832 290236408 410948
704003552 865913635 734358
339309380 697842381 821293
532951214 663267261 559450
731759959 819975960 636298
554667888 866866689 38763
223674478 979926460 937241
569660727 776507843 776667
879608674 961673386 524399
469354190 857263856 198305
789150389 831548594 991991
179139124 940365984 794535
507341225 546407876 959031
139013381 448736567 822546
901744891 977825822 264701
44642038 485199515 816336
591775798 748398978 153740
875541883 944029334 525140
683424191 849775954 538043
626576386 781014954 460681
250443979 639792836 215382
54695695 394725834 550915
734575203 750711729 340240
720629439 772788410 856955
250567044 973573273 448402
128081160 889781414 157505
634718696 914174228 336545
869579112 925255480 30605
677528832 729948914 826272
291556322 629906820 168412
530794601 699493818 123025
634415374 773720863 806877
347270247 372972894 912000
355437127 836170574 21034
59696640 920370089 303101
810087014 950148833 566609
705794763 797851547 782147
144846766 417689965 515884
564630779 633570257 177316
866827827 970055248 316591
885274822 887583679 319970
75417552 453686124 627053
484367693 642454003 931003
448086121 505570056 97405
196514152 196948926 249061
539550508 837287036 178279
914035723 915069123 478239
811590995 888051472 483242
879680632 927201143 337081
846448412 944277483 877697
786328976 883491005 656616
824634496 841130084 959070
910196425 972689173 64994
938618340 948491069 565127
966963089 997839336 836290
24036318 537191652 698764
998363947 999499142 247215
24852221 561722222 275013
847499975 860672719 802074
319727724 366499342 782630
165765399 512013851 241050
18959681 808451138 187454
985344304 997576536 597289
477276828 501408082 23514
736391507 857900425 6059
83192633 156730162 502964
574630025 846137757 538598
525907120 529324436 292440
227091008 314907894 230063
274421738 636009618 971940
445749755 458142545 314388
206928299 397165712 369498
770075002 978039132 263640
272947536 348843097 629152
845526861 961937592 854381
118440392 985463438 709806
828667831 970180553 985788
356333310 904158200 370637
666092536 956959954 19590
86444235 606666897 173300
669621717 974950115 121668
968857770 977266418 698629
974979526 992525707 460146
448226298 892518536 289070
378738152 705546387 368305
802597771 904078413 710163
38663417 104793684 272405
668006539 898382590 544739
294522815 598798913 891219
618162045 730942019 267085
916883694 932103224 912901
520065815 521698744 228139
698469464 771075461 17497
950968121 986965144 385197
471205191 563302631 295307
541376940 550091446 723943
972908648 992923494 314643
704983157 754031666 664291
261091085 842766781 666944
523623692 916621050 621528
600338439 899585484 555789
569135979 575615118 153214
373446284 685557291 595198
617422041 925808550 772648
623171994 692451997 248132
95912580 871682454 99683
438880527 617738858 723164
549693869 613881142 1764
433714306 999641241 538141
118428637 547210128 944881
818529410 926437326 80559
43778006 405177674 443644
521084378 855998847 63585
875185759 901961945 204535
812501290 863911275 644372
528898307 608962944 620714
574339169 776723659 418430
204170007 391323775 263065
721148345 935173126 810670
651105484 922203812 898869
146793488 477948247 93487
522913807 572414255 997841
451150487 869703050 126371
684199130 944551350 687496
402247083 790290542 296443
325244277 563716398 15258
32666364 448435548 330175
290192061 674895190 575588
48099648 414124648 646082
253073756 975412973 659029
34671229 500463937 761928
327252855 482754663 670762
156105723 282917770 280944
164367950 531031431 498262
679649905 815333684 723752
890833281 933310518 435165
44701970 817126911 605256
917161792 950795805 713997
182563901 326011073 54233
789293637 987843546 67839
527113128 804944752 377472
240911817 424703750 94693
823445196 868475226 827344
607125764 855956316 121378
368815886 677634810 505628
549746566 956439361 30488
907762412 956357821 820654
497874280 895481164 515808
500129915 519281098 436861
659868813 870216082 384961
290417637 472424452 858721
567566400 876246555 619587
917552085 921941277 83797
21712437 971343302 941448
75868023 893765024 571982
350632091 991514644 26957
931413302 986384247 266852
696123031 703897951 367395
841850705 955150433 587148
738933516 744962543 675364
55519659 985571751 100386
24774420 965441630 120994
839247256 988125858 476252
748254915 751232985 255756
543204759 668118014 74462
321732763 768359735 403565
997245334 997806611 211170
640763598 765997777 8712
728812084 839526574 328346
676044293 926330027 493511
455772496 786685648 706671
135669358 589754821 616429
228936688 708829451 63780
454746125 482923554 219218
912176950 938716628 695890
640263720 725924759 632376
638962775 813785498 385152
993850100 999737955 167640
885222225 959621722 395816
759196143 793960570 496854
646602630 725967360 909592
24614197 941442387 913389
608655156 786739564 316402
540175281 551272646 395030
858652201 878080834 37035
266304068 538260580 588204
816277038 920380809 91406
918364575 924842733 86979
640956121 702403670 747129
980489782 982991666 641512
544064291 760374795 437179
35750643 270312512 504234
514057545 552353389 538488
476291286 927387017 125367
987015724 987827050 24259
9067661 734762745 743201
867396695 885215201 821264
125407912 935529898 294234
212920376 649363327 18591
613705644 907437003 91900
188497881 857145997 382501
716844561 913348341 636360
432192503 703692148 228854
638011204 951922727 321164
695599227 781772245 379749
110350396 513505223 682274
520591304 874357596 223563
533029682 745636733 193695
561066841 712222198 343080
447698056 512948856 415650
458327890 800924017 41276
565641789 745075786 859054
896456520 960784498 578206
183826344 363972772 840619
389481133 823008285 298534
101843821 662046847 872539
751854002 954802476 849231
593660071 912817751 40427
377302008 760547364 331552
909704581 975465634 258028
575596859 673683285 855282
442478247 865928267 576399
119915642 290270411 54273
420831364 424835844 405459
555079926 995364801 239866
479192821 767780652 496909
841769355 951571880 19405
115020711 286160658 841367
584081107 804484183 227772
168075036 926943674 852707
181582823 276716622 271635
771522714 848691557 467688
218664061 524286139 859684
566295643 825135034 530354
528771591 617667386 714847
73265265 604099976 115331
896464755 917151811 215484
486804541 893275531 954385
523097006 620827647 582135
769848632 775091640 540385
428292618 858639317 921112
120967413 579835004 314145
693721818 795050951 225536
470301991 698412217 936614
462146278 498735795 129854
427355571 872554245 846094
394376097 522697442 826419
853365093 909282509 66327
148190776 674576374 272704
648822724 983495239 326074
836458619 929445257 266341
777853974 821252136 139361
112956411 129776155 139304
791337005 930528299 101921
262177104 825388115 665258
468804248 967129809 703602
316327224 447176101 560075
284516688 497728016 75393
228395390 771093206 472280
558727415 893908053 706826
639075855 907380904 305671
960485580 983810479 631839
591687754 701044979 578347
666125116 946884145 187
935576863 964717460 36797
741298887 871688897 475014
430009197 636796377 603994
69450122 179786678 739418
823145442 855031838 918326
2696726 328369293 51864
349095229 624689131 174016
897752838 901184607 718826
356575599 701257982 21460
2530760 158368935 548596
227575847 940253837 789014
601600498 659270177 345254
207811986 321058452 577366
548658041 885494678 677039
393730338 967785422 78330
37788384 359484131 407366
549875699 953554005 308638
89110939 242727352 387461
788676322 870563924 623493
83821168 831977178 808112
695171079 958031233 274536
290067293 431167451 618271
474347929 696283387 119647
135197320 571405427 92733
914419828 940099157 121767
5662957 142268568 448403
563528985 610784160 428496
353907487 762184451 784297
695879084 960537647 15635
514782947 835208804 207038
464657178 887108768 806808
162092946 728899009 381982
777363544 803628806 140492
582947571 831811146 317214
461497992 878049811 338170
688676849 937392069 751117
225490357 537929038 216084
921379296 927537235 79270
259128244 553782373 910252
954523023 957108333 881339
80542563 786252512 90317
356216375 810069811 289184
492866814 553663139 209839
875615610 952701701 305929
893426561 938111894 363718
682478022 924388204 486012
448482252 997568313 158498
444265801 647766639 261363
131153971 986080267 679343
352310544 715762724 190228
151320053 710113110 784035
992092206 999539597 864952
230186712 410532492 250987
285791659 841818388 218663
564464852 682096761 616990
871183875 935051207 277342
162072548 593377719 961800
592720614 724141874 258590
946562872 970387241 702490
694241218 703371911 942141
989167576 989900289 250311
136343057 900387306 369869
158387134 183654803 493403
891192032 926335558 424076
239276502 799639659 464076
861937772 947306500 528024
344866902 802990375 692919
318982640 526725184 892783
191086126 885735413 373809
493396995 601951353 571935
858898222 875041082 959356
202075584 725125962 536689
40175575 984057802 711339
906573730 991623392 530088
367953800 724194840 46886
744851724 986242313 99670
96809382 921249802 199145
596964867 899322817 306097
752504385 842598999 991409
83871330 383576230 797508
263239606 763967715 951915
553460220 617108731 320909
774520717 850253088 130816
284736185 449138871 293977
744223691 861573073 961362
784366404 974386976 28834
59547891 382393916 760421
788763566 972333125 393115
11685815 822525363 381931
45278635 201191869 622242
530330681 844789891 188882
324878071 702960390 939895
250264794 404148456 256842
10122952 565924094 25256
509101873 670697054 660150
171643835 873867460 597729
798090523 949386491 495037
263080300 425669479 965690
472549405 658789339 918183
320701348 672969200 379858
810226579 990315998 92254
64824100 273182559 457477
725292797 778253803 42492
420637407 951998822 574848
480123998 997227906 514191
181032101 689801310 220476
956338444 958819304 6814
789586742 918870331 861321
418270965 958396167 872835
44106988 942309194 973483
958074925 998847643 620177
190637868 923543523 645195
473922161 876328874 654743
119973598 743844754 338004
408528751 850840148 585884
488951724 858019799 399399
128353714 547123653 3796
690392469 729204340 427435
497968578 666535092 894118
782709178 816425022 484382
588227248 672362153 545434
857059287 887823774 726930
775714194 982155480 702803
590135194 730428249 204828
69679791 538248786 850658
665451878 713618583 827809
615872552 625949455 972984
307445370 384952423 377370
887644398 999844365 318182
664612534 918221455 754364
489850341 587701152 38857
451390063 928886760 572706
856258939 939585560 451765
512263226 972184623 317995
603250650 632289899 268012
753614376 902444917 855124
896096306 998854141 840585
58287161 965444650 752984
603185734 618209199 675583
186042493 994719022 341109
462367996 754564723 230154
601806303 812924433 963979
474889640 588519762 897013
974572917 981587535 609677
32792786 120075931 860687
822588575 849457904 331313
414855134 871718307 497434
766058264 926156073 289345
16527877 58373794 337313
388447911 838573418 499144
73480942 211375520 509560
3657299 856590064 744427
120989261 385939494 331293
573532884 633381634 173635
544801059 591465701 761682
832352048 917998405 398324
23917661 456762520 356139
424811873 793576088 978166
768423152 893281031 287271
176680080 964907557 531755
74201875 106088890 623110
984848430 995764306 990537
973956315 982299691 596697
769725926 775418986 754791
12626621 166036102 833089
543084797 881933939 396741
456578812 568535943 826598
421023315 423939848 915250
796219125 948602784 561950
770486111 954387435 720406
231642879 422133613 250697
246285744 870159008 924944
796128387 906220549 771791
315466300 580290970 11991
31666328 319896167 371597
253537575 607903237 899340
867539555 953458286 798573
932530703 979457639 835225
123196658 746535079 851708
865854704 941530348 16808
928487238 989473485 46459
429262011 727164551 121243
189532717 422085901 7
838331773 999309281 413931
595313675 736104285 435510
484728133 857887819 541220
523939933 585239924 974464
952797551 958669700 709458
88729947 891070738 512358
499400391 803294630 411610
105410208 576801072 193605
329024063 701109476 379016
230538452 892070151 508557
306200750 717764623 466224
780256289 889220491 52541
731780622 749886217 881935
247266747 918223831 604189
471770170 904806080 469964
988016883 992650371 46074
370314147 746214144 328016
52409146 357553087 815011
48857279 169862140 927748
11568524 740742342 292406
131826621 331883888 133169
891953586 895651277 860719
669671714 746968022 339191
134564079 141789910 803123
813911453 885311312 73331
367500804 736062230 724887
122639919 295981236 905901
345286912 901630900 432570
687767628 781341799 550370
152179230 621710866 376639
935069204 974223145 269960
752187982 919878596 352873
333788590 509703806 989515
33320274 307433596 68150
321138268 717932340 1781
516257056 729875498 183426
446236751 799264413 24610
134911839 888569600 272686
693629285 904752795 315157
277240592 936104186 335409
908277908 941175213 718908
544059325 726144327 417894
362996377 431866997 939125
960387363 979452389 901590
87832516 173918869 588134
932781264 953195161 760518
167563158 466112606 781758
76499761 884120461 480854
353386163 376092947 13182
392340355 818749803 311115
574234895 611746192 625979
120777328 621544941 425834
594042988 668042544 695912
653406886 654382304 604041
978662774 985056073 324685
79962856 238922785 33203
27480142 498640493 720464
878273742 886805038 204189
22101895 634143118 480905
929646279 990932628 376494
407910686 843866516 756765
637318596 857620337 844534
350222719 927803991 774799
895853132 954777074 830267
393879190 477594503 506936
542233367 913877830 608001
702689040 973514474 97799
33551094 790880459 633075
898200698 925628755 916869
344124432 847828230 929665
369972762 854141801 286499
629759928 772333050 100543
823042948 880895474 681132
781325130 943055419 231756
162707173 878694643 299928
525178202 552894723 959692
231206507 325717703 332237
692293880 710184656 763816
241018288 861784517 847035
246255304 534323457 37185
941145133 976168610 925810
509875413 525237169 289218
818485090 958518634 977376
463360225 783516606 691824
414221080 878801856 271141
695084124 957954761 24232
75692033 373712287 975621
