1328 744
946943281 949044789 429485
283499263 698925260 241278
927329058 948530192 203196
194302238 876378333 790483
79755191 111678596 104301
949420080 978624474 528552
744258244 747527807 955350
786494880 856067139 673352
900837195 992326748 18801
341790885 770126532 750708
732628925 754647174 614837
535086513 864539672 805
274364227 571639771 597287
965721849 989865365 911485
445872329 777188981 242083
72434034 888722797 902361
289026059 505583796 309826
595873308 911986985 45759
73785880 164016314 998380
864599255 977960186 883612
898303487 967781255 991273
918988790 982246521 312548
96983857 676272576 506083
884762843 974774513 305145
79872801 477328214 424010
674239478 827094968 454586
533685984 971523556 382442
826611907 892168955 124086
21035967 474821928 256663
78882353 822300493 695610
370707290 867295263 58068
939771199 992270875 204018
510696460 972292324 917560
926279421 965275699 768754
383964078 422008490 323932
407540942 623733090 509550
18877848 674184875 355109
954164626 989234786 620505
603133652 955144290 295423
492933850 846173127 180408
902045545 972938334 895886
512773856 576783417 419007
573330026 737752870 200005
115798628 121862387 614090
145851460 183647313 719584
532647399 595693981 532763
628390555 872108571 333670
815127388 845595873 434003
10688696 281620308 125420
728316886 857662904 753291
79082212 641643954 540063
713753536 846388216 595316
130805709 353399472 242758
532512303 820141358 364143
740889965 997886902 422600
381625288 716546573 888816
742275338 899531957 164910
589904800 960398437 996702
732731895 748752905 563513
484416114 744799583 396817
925539735 929913847 650391
108279073 479419827 721306
201907263 259494176 666078
580816051 771794433 298049
667216369 690838642 250740
193704175 579386883 767058
939760750 981683902 590908
877217981 972770548 411896
395869827 674752376 939159
923950125 925151351 570990
674798277 742842039 551397
404945478 896202094 702872
389616133 455886646 206200
411733779 756189794 47927
337575294 933469578 170752
757762795 993068962 796847
294229802 758272647 855582
848803599 894767241 257411
503214902 905608674 380064
850081857 981910783 254010
188822218 671533546 253591
812903527 881920434 176126
522957201 537955073 374464
14962236 878291451 450662
884218388 916821963 666602
578428800 669856032 644045
703405518 932033831 442538
363715681 721418287 764357
233018931 838276116 894895
669964375 879593015 500787
17334837 477956666 720928
879706523 904008983 324512
661686872 850544087 572006
942580810 954711742 231806
192201881 931129211 432226
645117656 842218522 831738
296346553 920003429 422124
356807093 372694768 701091
721294290 952599238 18388
553534194 644162085 443836
484710126 846013867 690635
105338109 642924084 559111
796435697 873707045 334684
883250098 922945178 334212
231442479 669501707 477058
607634716 674354842 234278
430785000 986393210 752077
174722444 432349425 661348
721266194 834871862 685099
242393848 814909885 772071
330287971 522789865 716475
203820562 935089257 641392
645087828 814746586 798441
348421804 534772622 359794
493383219 937404070 388920
124795272 549850814 448028
994768612 995375618 186244
317658113 703800402 656126
10897185 923857489 491465
695171848 701789998 834433
983590861 990762144 840528
847855971 972440690 225279
303040105 447736060 718124
94423247 375685479 246159
673342688 877573180 303243
339762179 954254608 848216
960855574 989060241 974156
692203753 987097921 636701
657910347 869946010 880331
497339130 700957333 344122
693547580 747085948 82288
533448659 997735453 534905
871472556 963747605 240513
315421207 838091033 387969
100771037 326718336 863309
717372556 734146680 214769
29984623 912324718 15040
597387725 833789962 613771
809884401 954482661 431864
504816315 670991452 963795
445882060 929309065 224852
487128807 930022953 532846
825672689 921890874 636549
709298921 716071823 693460
842871474 928986854 732488
449614319 893603817 428940
686775809 832296983 615755
325250115 583678903 214341
858926363 975583185 553955
348890904 829536222 840267
762681443 779771639 384930
669708372 741673390 380036
720302216 890062839 913802
402852665 881289781 992835
837942826 988270518 157329
698266800 788789833 512022
990826391 991124787 765189
960892229 999320063 638457
52559416 546497443 939798
729236222 909375975 651031
427822635 775387368 520772
572072691 610245703 118162
718321412 795923373 947219
281537651 374327396 363185
979834857 979883524 753204
182135098 464081748 193989
718137964 822964690 959424
771337442 901482764 58138
716065425 737812284 511395
285230618 671841383 821784
695536841 988329779 782653
855193363 983816820 689995
185223876 433918218 462967
503467765 830772105 26080
195829465 990922177 119137
935657030 986151234 940870
743559065 764619610 893672
891900907 923042674 54484
851994588 904609901 199509
425288799 649052037 656003
785058981 973477477 577400
989968366 998743224 927059
839050995 930776311 551686
843347048 885600355 554492
547769459 913190256 220784
676373763 918368465 763991
934581229 998273233 683624
791707708 854072553 475437
908218844 966096620 947574
121958053 986452889 997142
84710490 781229273 636705
539926876 598621054 554803
950271411 993093631 577645
477118756 903691995 425125
137991329 224297887 740147
972251458 982379821 849532
329676129 748120653 769156
264628303 441359356 71373
489666620 827942011 692458
989064800 993619995 427028
33694156 777931829 347518
356132600 733978660 578569
263176830 716580296 125819
782163436 828577409 712402
689042471 833327221 520920
851820488 963508363 877226
676934308 779287607 782582
985307979 993243623 556613
739887085 989580478 999009
703262775 970519010 887207
162412187 327277417 679907
114450634 810394005 33826
382115320 655051772 713466
608253999 712881053 263570
697334255 867870699 982118
114379945 405890589 621964
919051662 919136053 447930
730956410 909367662 567908
760016200 894567259 943501
141577525 164648343 129200
527870730 691161529 135989
456813700 641415018 955444
358165857 443767116 586746
865876366 931693907 303743
653132867 710343136 815417
456616110 905182592 122271
181320415 350482708 630202
439982402 751613570 660625
659593530 765562942 517271
573611658 658244582 24013
100275896 258238450 877370
56268425 109093748 373632
982814033 986984963 938991
399838764 909223629 909948
110004208 639526311 449727
602701717 939461974 814006
402191452 434664268 153019
624629939 900478344 507391
872050867 951563411 494669
938001402 950495658 962994
546787895 738222853 707025
652249395 778166297 456906
695172143 824497713 651787
27997113 430632268 397666
955581305 985760859 242963
665074256 904499705 961903
70121207 185019532 418551
390621792 458073942 931144
136061885 793186584 134941
878069639 903639364 331961
449261912 946614693 703717
163459716 945973411 569288
596445906 959545813 79053
397836160 974996615 261960
957522542 978950411 528634
801255082 981691599 775984
908533069 961713251 615329
401688747 998429012 900526
490229659 808134176 249616
218655538 284031866 249145
200861109 980425941 202728
662992047 811512752 176626
681675905 945371277 839828
831640104 947304134 605269
78445093 872156852 911182
975907421 993643135 659604
382169778 389882505 242242
570665322 882363407 641637
277812643 690004557 908085
685038427 988773405 511435
729906417 938281166 356336
185166323 981847326 990070
321491997 920332555 401746
57666605 896310235 546494
943653535 957510477 708359
852093377 946132775 295509
611207659 644751673 15186
431261120 790225875 464873
412210554 938612195 765242
979827119 985869873 450259
862519489 943284045 942974
131889019 549203504 42424
696527214 890962986 711393
10866293 735904058 682706
815454098 855972919 303337
50968465 736997708 250375
662894406 895574335 60050
718090419 892514879 541404
543213442 953053874 191685
67995164 811834987 88770
685869987 927781190 594083
150989471 811808561 360872
884616670 991285246 792879
749465418 804624167 437034
120240365 351663220 837935
779143968 828660054 867793
230286463 800452405 273555
196993326 199546952 757372
35210226 242263854 903828
496690712 969297143 795441
954484201 993824865 266371
970083878 976651119 971032
28852437 88793522 785000
146897541 185580808 667258
97139207 212369342 129200
310669101 404539525 888245
185805432 364392875 212707
455100355 596924308 177075
865545475 907983409 286045
617147388 943882113 476738
459060649 463920499 742878
1123040 407667913 463805
122725011 680192209 892948
149466560 238215932 197681
158092261 838584907 204135
212721563 752525274 636946
819021447 899864713 614330
983317146 991487862 504595
76954119 880756056 279163
146000354 335643593 486998
492305664 513423444 349233
523722987 941503491 379277
674247315 765011268 23646
457773710 475565657 308949
367828381 499114770 876030
734937240 959422474 454561
440067990 575026068 637344
152800647 807380267 60541
730908804 840816887 712576
337457125 791380963 924367
122920795 220176991 472145
171993528 828063870 478355
508291268 804849121 175037
146737883 233141810 797333
694067525 721449429 865388
757008438 994091020 281123
391879303 420778034 451147
580083599 905518856 266264
776290449 996895401 228101
493557062 560734698 223264
845426768 918185582 868670
848471462 993095509 509956
842875794 973621576 538599
370800110 461474073 38374
260435395 425132328 573500
123752202 668334170 230982
109062046 654076748 106438
675084373 804209445 230469
256737962 595464392 433588
14870298 529092328 732859
67050599 810219879 48390
380115706 684751166 308048
182675376 281966348 377463
104952145 410852289 560514
777643695 932884487 404110
778653630 879235382 765132
327206718 785166901 314825
502002179 654850047 25246
892592391 999489506 95782
293702564 705134343 748388
541412905 960904176 847850
384952583 838397228 999912
298459537 991559988 496902
777762326 857986110 708368
632608686 964113608 450039
292906388 907702472 519830
135188517 658777961 937760
667905778 818148129 66135
959159444 982582801 458154
9423602 641623181 45815
179778758 397611148 945780
672912134 819131850 129323
315677764 675196546 924216
212672277 884402894 960457
680206597 687351843 26370
954573269 958761771 959183
607679900 630521880 62311
40713197 694178212 921740
166237168 207290531 629476
846153552 939830075 90265
522192125 950160325 518195
760916666 864666984 766517
450804334 850769975 591353
348316724 748654494 623485
510014117 712314347 418720
226731804 714289624 622794
833513902 897192425 290907
321682629 764484444 359525
724388869 928114811 896112
578917122 880343614 758464
483488328 989806176 551442
137168328 741741879 182601
445467703 880380067 599041
434227019 683577064 743852
104666571 381858266 202435
478713873 562921976 576229
455322004 945722954 507170
127729807 498978528 558856
995008005 995570545 298448
985225161 993406533 616506
637772286 865097687 335294
742753898 763181125 287228
523786289 941005507 363597
268677232 601913970 904899
430994390 850187992 288521
272510015 906305320 659178
999550167 999884577 875400
593861102 720660760 110620
400666143 782456781 847227
821504076 832459757 65983
768767936 895877787 841861
166889959 987637932 455589
846310533 877751612 329968
381716610 517065533 533802
974964175 985816174 148606
214558780 294727906 356911
599286061 853446794 680422
688614337 731903021 169326
470045857 782897654 965111
227100653 318991690 27236
687769849 765449914 356276
840529406 868840772 59918
916766140 950774218 163935
113821311 726473381 453483
278609218 430499303 113208
37732259 679174848 152985
256848550 621324903 568940
402147239 453626119 201551
159613854 584149471 913040
888574665 964880047 399642
420763807 810369525 223555
699169416 819021773 787267
925911814 979474561 266883
127165540 490142430 98360
480335359 764791910 460166
179533700 661086866 771872
914312449 937111759 929348
615700746 639999194 19595
404301935 941529848 320571
334435330 409820863 494154
372055202 887777072 197498
349039999 737097332 264921
696464468 722185535 330153
476261523 778574061 252472
413979260 932646925 43506
721949138 968345809 737835
829133932 927748221 849753
835896924 931852677 71164
508288386 879197376 698172
896845649 948741362 951184
752929466 792260789 412069
46538388 825347620 931941
842042554 881999322 67178
757788725 872009993 640043
267766908 973758056 155441
98948215 755308863 658033
765026667 989751519 814079
737903546 830182031 722088
134318919 394088405 427201
158243661 773872147 451057
403615318 528143409 235719
784956307 914837011 542780
495836667 854366091 990811
699001667 849754295 27404
677633543 960383130 971744
883902427 928572207 418890
258093988 939608801 704874
668528671 816526942 379816
256768742 917775746 777721
588773453 754553498 364615
917567946 955697257 413639
879626072 902421888 996832
3095247 708198831 845908
791501719 882573383 932400
864825530 896432487 314043
891164489 972023478 153438
484634625 486562457 710491
752840573 836204815 646576
608037043 707716890 111246
624318213 735680029 172271
113804279 314333895 895465
912121559 990658122 37931
750970027 870780199 399215
409492071 595187678 71750
615197882 864711132 888914
793931669 970664903 823696
762229775 833611492 312444
792570923 902746972 551398
63368810 152564017 951765
713794513 729190361 927097
298338613 976034859 17397
673088118 802758551 885410
90774246 828264077 741112
429989113 565358852 306078
322869316 496932997 876919
444880344 963912524 306984
264673458 490603717 867669
557561769 907210877 214450
736406594 859398130 196562
407862088 570628077 689638
959129573 969751362 376279
142976645 822213803 698861
939457241 959203937 43913
905088871 948755140 248735
890469153 984336644 684859
407154692 714834107 644135
204021821 843682977 80584
755615961 987807354 417558
78821964 851138366 963707
790693154 975969080 532659
869357789 924498592 185374
230609235 604682181 16001
342266582 466843332 30378
555358258 613328896 626506
176366761 433718447 576967
186697239 580698620 987832
695300959 893303310 828511
323635117 953610150 797932
435660875 527727767 629766
511914140 619094233 882699
840004570 899716274 645187
504582224 822983457 380127
76468926 559062164 136154
593040727 840654885 720228
638821304 890678541 807026
108561326 709142504 852617
497369532 986226500 812242
539214580 697811991 28756
714205731 750590706 472151
678899641 782901421 280818
187974709 755041571 879365
28147976 470732920 106797
383519537 775370144 296930
525683809 561378991 79295
273427875 485617732 637564
175644210 974104941 913728
22553338 747936585 346721
454375692 525942717 144247
352289364 522148914 376203
162665253 515766135 666571
546497141 732272696 567875
470746935 925503894 410467
186314418 857740432 658719
248550447 751920142 556152
855589269 990422064 266640
68285076 797116965 100010
761918672 862902871 539173
433378283 890708779 396808
920474797 944077791 264280
595548339 691945544 492600
728507158 759688830 429938
669618111 690113134 661805
116265265 624334205 549821
334925090 588309994 795846
770580939 932793093 355360
934567094 958827517 933036
65425710 976760904 222419
167925229 525940862 50913
202454605 836272409 544115
718381162 804002877 495431
989509678 993407442 931399
731439237 822799048 872302
534934044 912019346 702104
655466540 878241208 940955
898312412 952588029 416239
281618436 989079290 996194
187860513 781731012 170744
508829006 867307844 572930
146056301 594095677 972212
135118409 246755516 267347
606505274 967834100 241567
831329227 905310442 644678
476645074 620936358 126402
921201056 990280225 759540
465595523 487177372 672414
42964897 399577240 398615
594638303 946386012 186415
580640601 926320344 825975
410002645 688348100 789912
27127350 242420588 995562
17458530 485763437 984062
626533643 926499044 418321
848697125 853639124 462067
104885506 321061363 499177
737851857 773626512 655440
67690084 256442764 285713
657159426 709008701 523195
940896669 963466453 397216
789979315 818143745 934199
848544130 990103431 803033
947883226 972851957 920527
813233167 943365739 894999
58665556 716550981 88027
278038608 501592804 627988
92467662 567784992 221014
153408242 410975139 347344
357580222 624348323 726687
110388017 114624466 461733
291954427 440701423 930000
490283750 889059952 354187
815612823 947789509 604951
94671155 312609148 504927
103868443 458284150 436994
194473652 577597461 74512
213855787 384858725 643335
87742153 784386111 861317
226872819 557905841 894535
312245700 974875942 56830
118323076 400494659 874465
799844057 929394852 309131
10347713 190286843 474575
113108551 380413268 481825
369439293 460755274 759404
712254204 807052132 747072
378890699 767008655 15054
200530134 335162147 834682
426768968 869580702 93759
231957782 651326750 44374
267245623 315326337 112000
555415929 806955162 921657
765114274 873603367 397214
132058883 695118967 841049
617082706 868140790 373563
391713573 755551162 500542
867396447 950873264 55122
103878106 823276039 193368
53436988 333722718 681684
838039184 939417025 317263
954503419 969122567 803108
141730158 474969741 303794
805654392 834347660 754547
353052467 667970217 334451
80107837 988264630 567360
371289277 571619456 385795
86638111 830826306 709243
470592751 796045639 624030
609159183 619498941 405441
217995207 438321402 901382
841991719 960938089 218003
242354964 619254466 203174
965239374 988838567 804825
592372770 907386770 222083
216814144 699771532 294587
108631111 118313081 368907
36793988 442460368 597099
545405444 852488512 364170
238845206 344743514 126635
832885246 835852830 894822
797099254 860640739 215844
446080218 682795890 80833
386356605 806077054 571232
676249571 753711629 608957
59283455 796993590 416380
46935640 772924633 142826
90689295 300303611 137299
966326228 983753780 617491
328070794 703451766 233096
26523793 887646831 779803
688671420 992489484 201312
999130273 999324461 791981
698779375 796361039 616130
508919752 544027574 982793
954638375 993809537 280956
55564178 221374008 603954
691446665 847735760 838985
481086752 684870320 226388
234084177 474079791 360877
32033684 596557474 373840
842456116 878769972 861288
403190434 870717526 736826
426680457 662810484 204792
106690440 160862535 203739
921725966 970680506 779560
55034091 987528796 990883
52370435 710415685 390502
709229756 874056156 466805
814257051 871758437 276697
225788497 758256118 41290
34336293 448473018 936300
121355607 736703696 900988
797056508 810472505 747569
54537015 446477500 952885
125328628 341576380 838537
685311350 958223482 241831
827098869 924934126 672180
153881444 845279992 480751
887640391 951846039 399624
537963806 870828898 474422
957984710 959375103 691721
617946881 882527892 684842
746015147 857633108 318368
669740026 855692695 319033
868037715 950865532 745570
619517267 898326788 407817
73433013 537720764 88866
367329214 420324853 741342
166163744 724915532 271560
969750295 986233563 785450
369191779 631791938 123282
973951047 974402994 332478
336846594 822299288 131171
783750095 914748273 250238
144089818 818365788 110495
365946953 996927298 844705
392135174 496925022 895132
654409579 896764278 846577
940732704 974876329 641674
839405641 856342263 542073
626240514 647999293 15605
160618680 214132988 116820
795392486 894567269 624911
545057703 961379890 88647
39907690 145633225 892961
565141845 818664741 812072
196981479 305877838 180787
748739326 850827303 613060
202648375 970494648 421479
603507164 992388014 430814
400020832 971169041 769699
657547786 893567616 710433
196912792 406395253 174398
96443232 797496017 203776
693015249 856157439 748359
546504704 637714012 137339
676221816 801396085 505043
974346292 978261924 291838
16246845 208107317 91753
208816942 962666013 725357
510627006 756557716 934683
176288517 220674865 321988
651318666 965924609 345204
732685807 993105721 579502
86935817 620131886 694726
225209131 241238561 454667
13363534 469234523 933591
834498560 955509569 641818
634494512 706746816 306023
953503195 954895097 890949
57216040 324592089 287116
987484215 989761028 389014
757629460 941891320 854897
48196087 434148846 759370
75965490 275326455 790619
687673485 868735825 817621
995380965 995649192 980459
863032121 964477561 909470
773093529 835108469 5876
53265010 219020798 163487
798732970 946963606 9410
965982471 989350135 260382
215471847 251123344 941137
472493829 632885256 358570
236959954 853659532 166761
175965046 949017266 554799
888061239 917979030 32054
388070009 623808437 582137
620710780 679718812 187772
307974261 915917675 855496
366880345 368646243 826090
608156476 840183659 338916
97969275 819603114 678516
821820104 922152540 548959
468134096 959772922 63061
362721637 738063683 665058
747336330 946882695 55392
656712701 738353239 115157
480587048 758783912 58283
518591763 732110108 396227
597289627 849316747 203007
648209835 968116923 669304
485113934 510368336 707346
732308389 851148802 218379
361187232 450864871 541547
256199349 278259827 29389
756039829 916062593 698968
389769133 913064993 192434
960536732 969886698 317286
976517150 995576769 685790
643500658 770003547 746478
334048353 386201098 642239
313909278 906894484 249118
70689195 909152914 759234
787346473 823511027 701507
238943058 872616608 603364
472653653 556292641 892899
891511816 967192238 339559
695559303 786647855 494837
569534020 578230512 11601
256090436 484574552 434764
878522605 960897267 641056
287623793 423241701 765083
870301343 873702159 887327
224712713 780510009 833765
897925916 989286463 200993
191881169 534291350 599862
426550936 764212578 925087
646523580 968908744 911956
733226029 936531209 320078
521165382 671257197 13182
739221445 860852480 170348
672451847 937952447 556002
801905578 838006081 987442
817027332 895445292 271019
993064503 997985049 772651
385504612 850205145 960671
996876572 998965705 952630
434435990 520640409 770871
114205361 868273257 390179
148128465 371358993 377338
59816978 758971471 884675
328575734 805058795 181386
50571513 360061458 779439
462576495 494670089 277048
864838073 886304119 925275
334830710 600649494 407815
617341228 668672441 588327
76728184 465150127 640089
420362549 961144106 969925
959233985 960839373 646004
319316268 605915493 177259
490972427 870562112 752841
67129307 139575095 741755
784400868 970727976 491432
598996308 844958842 480027
172825193 918259071 824566
196062211 986984886 394027
630023866 999966314 204321
743408496 885921929 602137
16579278 469960570 24703
839279252 936069167 80228
598165165 835384880 211767
981654924 986303774 854212
613570813 908817268 102338
222323523 346409558 966297
364311884 722976030 303817
346500340 370385556 437710
784244381 790803430 610680
493204581 952386675 487684
672471310 687293285 756358
532933028 748236813 959213
764205128 908352677 827311
397013922 745514409 210778
51248392 796270805 618461
194438386 927954350 525612
627770520 877602421 504577
792204007 840186129 199357
330997272 624288972 854563
715088977 749606782 375328
473266843 775522357 155328
866510678 947543539 552549
523266384 744620382 406494
250389501 363510203 578441
205565754 480752961 287710
468424130 860065222 758132
602583753 711945085 521932
142623702 804036258 768721
260216268 324998349 441868
956732580 984678899 516350
767023312 829040388 562451
477301680 482967321 101997
822361444 874230715 697408
247940991 597623171 154173
18278877 801042786 981017
960081072 975881466 817747
635443936 680969221 742091
621698050 834032440 900956
6646682 811946334 860763
43939364 504223400 983263
804080760 996348169 169318
545419259 843624234 580728
364578895 759522007 487006
562629634 608655094 111183
551231807 900137982 735827
379404915 825224402 735493
78249708 697106437 704533
588563387 960444952 209227
247701398 283587524 1686
597262571 937370143 815866
460736095 558534592 931071
188821190 243087112 594687
139318188 331877118 328446
245366970 862397830 912141
370530891 531603795 637256
762735978 787160620 218434
898728704 992486393 846229
623768766 840131740 694975
75782323 375427270 54125
456906697 483526081 228003
724444694 948763216 514041
242056660 257750744 466314
691511126 963520309 34989
924175622 952352593 604541
123410565 448312618 186314
494906791 726343507 348510
747173497 862575565 172920
12671752 642871139 988947
913445558 967473041 949161
592601416 950647031 828610
496187594 516042696 902344
578756866 758936739 392597
926002132 959935669 346049
566768138 597501348 985798
331823198 982257027 867542
215258368 686132968 458180
590395866 798228597 494891
906710039 935896256 874503
598665725 865774367 790526
112900554 637140998 905933
821665601 872244983 145210
279325028 353540619 32404
4432092 506479366 39480
992060716 994300446 89038
185555034 730084031 959006
615302892 648582259 369130
206888734 820746083 77513
332576335 806644156 378234
155870432 860293959 318505
497590063 932641577 481399
991139335 998579221 973717
822957609 983168810 704884
570285172 765451891 703217
98451954 607861391 281199
54327829 752338085 993251
729378458 850325944 879671
998283913 998994225 606089
734720505 742337823 416546
251550577 361229019 396572
591937404 966816918 776993
723432848 765545365 992962
817017917 931222585 74673
39480511 220496475 64693
627563178 709378328 379007
447222134 522492673 795024
307434399 433001746 766326
255821189 539921189 781615
629165653 745040606 45527
433102270 919834100 473163
754225539 952020364 430522
153118793 655785092 849604
423507588 730137280 922911
571240421 902359682 233713
244509429 657752951 352860
339109004 754671665 147149
93538234 682952270 20812
908203637 927579974 764956
710347682 958043500 395483
717782859 766689482 627316
328471523 473529954 118470
420490177 704706503 570535
993515022 998448817 384952
595639374 670692426 893145
815790308 965848046 298020
881753503 931510706 949698
911166482 978045667 684362
23806383 82524065 487646
922083809 977941444 764803
486134295 502987459 604614
646706845 694442653 680115
107748460 569214695 159165
781874703 994152702 817600
363260324 928167446 184482
832913649 968492806 879147
97069383 737640415 920440
53378025 440112957 613023
805304077 899819153 880735
868334086 889972176 746662
98516649 607419260 703936
536618433 668180836 662073
66429132 879470736 382890
474449846 550764512 541510
674130560 770693362 762202
907068059 924438392 320115
845629412 939038988 106582
534373049 844506869 301845
857685832 950584175 532437
189835087 384881144 398174
206023029 566252718 542800
571301511 756532415 885810
297895640 963351549 892498
286214158 824446632 283917
656562940 909317462 171484
50031735 840673279 722484
181596073 817453377 847933
863559829 916834064 714164
403871619 676057245 661837
934731149 990901845 275482
610818508 780078831 486651
509800979 547119433 985976
334276763 836387787 165751
528003147 846894317 760136
976927230 999135988 411382
808189311 921064696 773187
695543513 696088448 11520
270101581 469275100 241663
545501822 626645734 721009
833088547 934938519 505331
