2834 163
216518914 676364894 89746
255822034 359969719 367580
539753433 686372847 121426
909877854 911300848 95911
102713350 263214422 442707
817638940 948146714 503922
428025646 814400086 618306
942005844 978678348 575089
699599088 819687870 798313
250970711 848960570 325631
114527048 118075471 651220
294904343 653078023 372166
120882483 919600391 866829
917798623 983398014 137197
409871284 900497329 293186
154982772 309450885 287071
327919388 404009514 404656
469912530 480584291 360318
967750034 981165304 6445
722075560 915484030 239166
381385080 497312727 644499
904655268 910722851 77142
963484878 973814111 974127
971083436 978248037 168707
914018272 954990625 118241
900189341 914165459 403940
679157962 834803941 980310
442765828 748927340 970472
754037107 852006203 426640
642955741 811232732 824292
829972803 890950221 737205
593692117 920271146 851251
342548640 448034555 203178
994256840 998552652 644331
798092823 846845451 513777
861421631 870478830 433217
838943560 989276840 65630
451113528 812537958 368889
155814058 375306644 167326
344135545 652064656 796906
650139936 822481494 492020
712191309 741771795 760555
745125580 905957361 127993
491200923 616495344 522577
237212006 442886771 22466
248299897 580964134 511654
777270342 956153145 926944
915533875 958498597 647009
453668753 618487158 676671
419981783 423356180 874997
364149632 766547806 773060
425914054 863700291 208253
422140790 487105166 538920
818554672 968529229 11415
383153761 583907158 607387
695234594 857446672 393447
823358445 838791237 556642
561382543 625875662 854400
498355448 700297103 774896
840182023 911594596 164637
715604297 760576607 52673
112917331 854677434 934755
659137913 716200032 764655
556310344 970333479 358160
789803564 911916361 510610
276345648 752401805 484253
659767923 829925831 840633
841689884 889090576 935630
344090340 657347994 228037
229474125 858570693 814216
134969848 409272460 265824
392274909 403220712 568575
292743907 901270734 904045
714873856 754743262 521715
264836895 975547098 981295
206760314 715877412 723485
695198735 954820914 157991
825278417 977868123 990204
26674050 497668576 815235
242241572 421665077 812831
460278583 529191806 774330
530392215 839724756 376051
690714773 992789551 879000
339022554 979046709 348617
628606087 685273372 403618
493167310 655046462 999179
397677517 458572553 670697
180262520 572785511 453750
726745213 749739977 365336
96768298 158653956 964204
835732364 925504595 733446
487962520 844970308 706052
579748580 815505849 343675
581945932 653314764 512262
784109756 854893154 800098
469718445 940140706 678703
954558340 994521398 12410
428796716 868416277 18709
824081191 897244348 640822
793988349 995350524 358699
274048675 433106352 744453
3301803 455573797 295774
875216172 891446987 846483
485337916 663026232 498825
286514453 386787296 570826
90574581 128887536 663286
883317024 945906362 500866
35004021 920254336 952386
704404315 801383543 862353
665676611 874422199 246645
340041157 721104518 127532
439308496 834163036 955933
262274863 812953888 720650
558876697 685791813 942615
926006118 932068149 784361
174589985 595055271 736097
403485817 493022519 178052
420134709 780129667 882620
718000624 830968761 270101
135470868 228096934 38086
63727500 482446411 393526
270569840 765758026 992812
263216384 388856692 190222
219420956 778715160 583419
351881679 441099417 19886
365652738 898755106 455158
903248342 931954118 414516
808063022 853953355 36894
299892959 971660546 494839
617311607 938428778 400404
637199530 713837302 252668
742162799 961120954 48551
389811959 863963800 601674
680431121 704208711 199358
701283285 778068810 101673
953938923 975161473 409653
506319834 735189720 27685
868439637 985661010 477571
835441982 888417819 889096
209850969 812819847 180140
755138775 762931088 758729
352431961 688520974 199117
196887078 227711438 167960
450073637 590810368 96775
787061758 891669306 629350
762766018 958062874 579420
238121328 635689193 528770
9509683 329987279 241699
326886682 368158455 127166
741339871 820737774 598684
548281474 873340406 742297
257953080 799001178 699846
176804560 473463042 78956
825090003 900454685 988860
72857083 731368355 313777
220103367 555767915 929915
301540590 632904073 939656
276839472 704079395 567201
933450330 945089127 102787
550850121 832071467 606656
651263906 971413355 949869
463498048 533389863 258906
409265524 531957641 580031
206151198 437892625 823940
257099253 559487622 965695
68016834 332023671 416742
294949259 804922245 471303
437176786 745273096 429522
104192851 181981504 209524
359118279 658084977 611249
264270384 500070120 754171
584437373 708192945 633831
79120991 148762264 911143
5870937 943163723 115480
387819238 428747827 587418
854562326 878654813 728257
312797517 564486904 475545
415868557 721301868 774863
357682835 531507299 363864
706448516 722340821 269905
491596485 913985482 284482
966400792 971714972 418347
333607565 550019698 643130
255860652 513312053 994830
383487793 880296700 565406
116753729 451373030 216116
178444204 908960917 713304
879348262 977782073 812182
144802479 288960893 521599
485864737 874241027 881591
516275244 819096177 743827
558619090 717144245 968975
630640269 762496627 139931
231222304 266342310 145447
801120506 936220054 573568
500547975 955234229 273584
667480829 944801268 501114
133736667 169810972 37038
973919627 982401661 544234
658372216 790077907 501590
872486977 910341874 360353
943430411 998724615 647765
833097880 928045965 554787
930914514 982613361 952943
675356492 971519616 611694
825791436 979099159 797136
869483822 873700024 725544
345621099 437808803 424921
586036547 808522528 422379
148759814 626552924 720249
276120120 369634676 376740
415795346 467219047 929143
154374464 678447112 884891
842181643 921053839 456288
510823552 726919635 28303
965656936 971411425 800385
479103042 515569809 275661
174489437 545429862 39577
265167264 449010266 625230
167927002 395366797 180853
413517596 489346302 489003
827832527 910683243 146447
854164066 954706417 510937
708376590 743677122 638975
159067105 215465533 437927
143062505 535654052 870468
764589596 816622108 274480
958100264 960079087 504209
62032284 699852755 837114
160401859 235034693 340165
836050528 836138956 105253
518325045 713973511 194068
694167245 977520020 793134
628577653 799508684 563004
983446016 995123274 930023
17280146 348291185 431637
133532060 739816925 208127
479131936 992265328 795859
650257894 845632567 524940
198693423 823513693 75284
457237796 500267763 815685
151800857 781022876 540702
892476180 959637511 397998
56708212 425775642 997878
310806851 630647983 228022
162269044 759395067 604470
381004131 493211568 997419
179791212 985295211 872198
197777282 662788056 276612
77691526 451440851 120081
443772201 867351253 484373
701591533 890116759 376701
827119597 971977874 250290
504734170 964758921 236840
158125398 811813197 300661
883106637 907476295 726409
54656805 619084752 258358
518502518 522185682 507768
118768647 539709002 351312
845193265 954676548 229983
985638433 991074247 529553
71852441 565538500 924343
963299342 967473914 127135
952937222 980439462 639797
31096005 819708265 660785
634159667 910302250 848715
420218164 589223237 384934
839612841 886656923 378966
539864257 729037841 134680
477539324 510190459 875000
517867734 714046631 68632
855202512 960277899 190057
652638695 950531620 50681
123085593 129981130 760482
175522795 504208884 860779
134142351 359960479 656934
830484657 944898206 523769
419468672 887381150 876287
449180646 777832468 142325
284986252 736429201 58017
260607115 888672723 55911
857678777 871363830 686852
461190791 928542045 372879
989903388 994396172 852224
312469827 877713760 641943
348292492 478179292 833207
607528507 803094798 627796
270660115 801191503 524546
26152400 45433315 158224
973510960 992794497 698410
618639778 798730560 541614
708219203 818270760 485742
691796264 783938993 898029
308529127 751928079 620125
756916790 789779109 288496
870841826 924741793 554190
598786055 861121388 532506
304420517 762217403 446496
774705542 829942743 963937
451342670 977341756 201762
192849990 816336722 37461
757913834 896923509 353186
2592777 761200777 420475
321482537 674431213 707834
503904187 935406532 467041
212101415 842779465 252193
349583844 861815566 929168
837803834 956029047 407131
28606873 481817403 454515
34808761 439110710 402412
744384372 773105001 638205
180292913 920547764 141464
237702966 847775720 580581
975222543 983515880 58996
146822870 261426321 512603
596633881 739702999 880298
284324283 878824056 774911
549539640 731096706 495044
540953586 667090304 29308
424680731 498314291 959406
725843599 863795382 227110
292970293 983260045 130727
181419011 987359846 865027
679008192 785716807 850348
185212927 391372111 803532
967022595 985360303 878828
103298838 887057423 725857
452874313 792613390 373637
701221639 904999045 26859
82622497 406286007 45568
471685071 633561568 393780
613538231 970852588 637827
414071339 548894659 515038
16787856 309431412 891961
178128424 562703302 39479
465242749 677348968 920346
382583968 536125103 918462
56254489 570036209 394812
461801004 646530788 27468
667142865 916257463 334921
866675522 971396124 646418
143381272 969589733 590682
395979883 589865765 78033
930716715 939625693 650395
480051635 488337655 190207
65537828 133671558 735797
378207660 900387165 330754
610099807 706198310 855701
451583456 753446716 362585
271106909 612188635 358776
899123405 906051706 402342
917274310 968884348 389762
182282546 512077115 515955
453835081 716536832 521759
832788368 874300160 88064
322565613 351123387 37000
985103726 989300498 149850
379713900 552046585 460667
972126597 980190696 766083
587522399 631197074 376462
291673803 927532607 986371
377851305 843716950 787208
846950374 849408205 544113
897583892 940188481 677602
898660794 955124648 762100
804410875 872771905 222548
561552278 704199116 479816
846818917 853411337 58182
958544604 990673539 832585
755007365 829692382 63007
581635212 884389182 789405
96402338 689275034 948555
28283873 743357336 198133
779882346 804796344 147226
274467528 877768550 558434
810187051 836913198 947399
923267034 954459883 369014
883112410 930901642 64859
606698619 698461993 809225
700080168 753156392 364483
516026849 602699993 517902
770829847 787094512 727379
160628975 821228065 933662
318259056 784619370 924955
817105600 967923326 518616
812693301 923480549 449270
395545304 919178691 22853
651944935 884182658 977054
363078362 772888520 635473
581582495 755845262 449298
78120475 121309666 804852
365174603 715992689 523510
88606014 479495725 652079
649279049 662871972 469597
434635415 798005972 537574
694898678 774209105 244653
834913928 901288351 662431
506776131 644225122 45112
577044591 931932121 510533
581671924 651218026 460119
494786755 961504412 752349
810731636 903567863 779532
519018441 823172038 18528
953774967 977557094 649484
472336574 815046645 746488
367854152 400141209 788963
799376968 920190337 173424
123204430 457893567 528888
397723855 687788589 717964
301070155 806481224 290790
101253023 471464537 76923
920609899 963051729 794472
463107253 930370441 468408
544299738 547612071 841385
609385525 825950501 914544
373032120 652422165 567862
405734362 476886415 266205
726008640 804684799 887777
506233832 938542370 605375
686582545 952637787 196436
831741839 851160548 844466
296577639 912115763 675136
628761433 652349796 193439
907471035 930289992 487561
427911184 880002214 470025
266383167 402899476 78570
698558394 893373767 394867
520151051 526197686 913573
566746412 951470314 22144
100639343 757104629 775775
673344351 887437154 542026
735512562 949509607 181772
562673860 795429781 973280
1228863 417288639 206722
959761103 987499813 777340
771977746 942144708 601719
456381121 816180400 195567
605809927 762150778 818719
254623170 639362310 673828
806115139 945392473 947571
321040880 413778331 671377
600153811 646369076 537878
755589048 784011542 347602
601225303 662735907 376666
831110904 939170530 870318
913601110 972132966 325973
122854577 503926682 353069
508851613 957825027 32109
242632253 260452325 540267
104582142 878040427 420290
290456532 901716573 188221
290443618 319210325 803107
701350981 764863493 99348
476288121 496549357 708624
214771097 479322090 476233
797979580 849558002 68340
114774383 827937377 478976
388268333 761529634 341698
631524016 728066147 375347
743688418 821559404 237127
909231615 984945767 276412
296203714 910137217 318123
427449213 697765894 886890
502010239 551468381 100819
239211827 762024700 21486
871002013 956950341 322374
323217948 875098292 935445
328786900 987008011 34097
15221470 909299160 845648
808196782 923662148 801182
183846053 868679393 24148
187853203 933225988 965372
967033972 971556970 493622
599916550 923365017 50770
343824101 403749806 974447
865356469 892279388 650170
491727580 961976381 20454
420902074 591410038 61907
219314037 925163702 436189
454650997 773904897 990160
831271497 914735412 437010
618853159 929233055 772421
167201429 866896528 369694
442196366 522395110 397308
319655188 750976208 442865
757984407 812563840 830129
950726694 964947805 329510
126987129 330509718 332277
900567833 954144672 465811
169159035 589061837 325903
592378529 680076633 96516
308174179 842571927 342327
519230853 822158996 340174
391655990 447647948 46102
620840968 737322667 26473
516983127 543539618 414146
287078760 413157073 176662
9890439 656930012 168397
307113977 951545481 377567
275782440 842091950 102332
24345140 282864979 270171
796743727 931198114 676260
121096505 429998939 176581
266120218 432960113 621050
72924819 582924209 926911
432836897 476357868 655901
696509245 931617607 385259
88129850 348522109 934146
368261572 491233445 880265
196261750 199120603 519233
549275164 964160671 970262
847660636 967282533 270909
880682161 996163007 13347
797329810 853676991 534961
160944808 263089947 973678
853360919 914181595 857542
689589978 935220430 619894
659813879 989590272 624173
397522212 690779466 676457
936923771 948718159 25879
999508242 999869351 89971
94264353 619511233 214863
827679805 899169128 800674
600463181 673838290 369361
580771791 920999552 922815
90451385 605199117 861128
290129427 373638151 547369
219393333 637300226 793429
662332764 764696632 765934
986663992 996299987 170156
198286132 443973011 473974
481893337 507275082 342252
603150458 666611358 753920
197689397 299670319 342254
703304381 918302971 679829
436437067 742865724 118660
811006469 846319675 239358
129255677 963787935 201998
637513208 811461758 710263
28902863 134965617 249040
824560519 945155571 320643
354026515 942142657 181178
893299119 919064928 943938
390933711 405448272 692988
641470322 691822106 966093
683358249 792495745 77524
286661388 598165228 94999
73282051 383341564 496332
400467074 986396126 890795
723905999 841728907 728181
633054323 889157396 899179
94004667 332857186 714035
275330985 605588990 796126
938600457 968366480 92466
761736352 956301615 125588
37453410 344593955 491807
902483915 948623046 674078
31937345 452140345 113297
999423689 999818329 985564
541599852 647161694 810995
772825860 895405061 499119
211181851 800169829 790451
60395298 916294118 122410
616507461 757994744 713415
918586613 947513513 13305
830594128 941052290 656672
931565389 960308152 782060
953768294 965784422 530638
793041236 846047163 191823
611730447 673674230 16080
595105374 783427962 563213
734926023 803864318 893049
850645840 950100677 663552
307360208 769857326 353699
199133487 931153242 599520
155246060 180179773 425912
837161152 936578053 96024
292567230 303426844 404313
284517548 805856426 55814
331659660 690631667 718903
874953977 977276093 999869
612510287 893345498 263751
501443562 518069035 88324
338330660 652487724 183472
655848138 873572913 88926
611333271 931515072 495794
313578604 983669120 755370
529616803 641166108 21400
244660620 274144471 778395
320671751 575571601 187462
666848766 806996655 964930
860005647 942274300 165494
588632842 596352279 392020
461072455 524568015 894592
411596724 927921012 933322
396749070 473260860 718079
252912264 536326777 637620
452598893 568022325 123737
288488196 477961054 438948
551232424 879496250 488585
558757697 576888504 497955
62065778 739642806 926441
604145147 853753692 890214
389791862 491046967 71245
375042241 821723960 46830
730358008 828727158 16986
863532724 986567834 705434
539752942 603899813 267605
783551536 958616914 5493
327386453 582898710 130687
41143929 747363577 17242
162270137 318007891 637136
879607251 889106844 195351
366717039 810944981 394459
839555891 885673630 593022
405929771 443365442 609166
127441010 743946012 25589
290168878 563943217 168950
377292772 979392077 495625
639041324 978370218 309207
419629196 436867072 559254
194337574 246089246 12095
205611367 646423788 435994
197638491 630939580 219062
43195215 951141907 615403
776768882 894724268 152668
394593569 974086954 792091
813139908 834847989 94465
428372551 680157624 637484
953351158 990577347 815383
840697145 841187268 263068
157469323 622410995 553036
967302080 968657072 695909
472713322 586024345 420210
285289775 413787033 857222
85408408 421579687 98801
916169843 997745334 526558
875009253 900007264 885204
739093592 809421095 785800
238457524 708361484 995312
267169494 582031467 2618
753290257 765718897 332516
332550174 599341309 116697
37279659 721481783 826652
885666074 928455080 480252
777442680 798348011 429362
434785021 580880566 478744
912046887 967083198 171387
604906448 609947514 707942
450715991 511737810 64972
339797181 685491072 960491
939283670 991330048 755722
345523865 417763378 155722
526864378 611468497 487383
650642033 766334756 138347
942657175 966899207 579924
964663631 965692298 477848
910149524 920751021 349225
530485720 967566862 893170
702459660 978937732 567174
911809514 925026082 401116
537040923 998453772 72642
997684368 998466848 186660
10189115 626066061 24833
78310198 101700400 431348
659504980 977607303 363892
419175249 870414216 476053
451428270 857024024 125569
616237641 706294781 608035
905334025 931792762 217553
24269755 52893312 689104
414608701 571593616 188092
95664433 951236026 358722
24207317 901207422 294938
751679591 838952377 538354
205886828 870451494 525352
150376137 951516136 85333
621192990 691326934 128060
468978939 723343021 177637
82494529 515453782 205045
404013297 915746997 559727
925735798 938329372 552284
48575123 443860662 388628
384682229 549900553 978816
17358867 310113006 251938
261863507 312261347 846206
464306682 922796814 627766
27583777 176976041 51376
271890573 319372951 538670
494111169 599410542 59308
136375201 254827979 846710
12329933 362258811 420004
823395477 948304689 36897
45587864 77236033 200200
698895042 921835122 969336
595069273 846343257 947
266633851 811885369 117094
124312608 410569426 308699
162010814 814428680 364353
178426484 577555918 889590
967675496 994292478 219554
716952248 798856233 59051
394225256 773632853 119712
641084326 802570715 688251
923536442 980088063 666668
581537308 627625384 295589
80014261 744606857 247101
183966239 697684585 19042
205834814 360123924 820829
753769891 814777878 294646
75265575 422498381 828232
921481057 947229719 834787
984660920 990157051 627310
452663485 653135719 605863
941238667 963147120 489379
75312399 849919652 232932
496362993 617810473 667997
27312227 783643492 639185
157982624 989760259 482850
226792305 711145351 217059
136230673 506033135 778201
580503135 991264248 167970
210801112 491016619 63195
24872697 420884534 520309
616021096 871230266 314315
150111659 608803007 410617
941716917 965912106 655395
487384283 666706331 257888
376323162 814501898 892495
580330224 781276093 473410
749647943 799601793 508625
724468950 925775991 821923
217293068 482326128 822328
644682661 886945558 556040
926529145 932489000 124378
837751968 966980934 416412
29868204 218952865 995069
60506791 163220620 927620
122721543 853367819 800023
144476919 164407074 851215
6244763 97496323 451234
443596850 755645922 69963
929113860 997570374 688404
291450984 315732566 587524
688099167 751841234 373772
617300625 922999014 121488
478752215 703854293 886301
553138376 585722737 310725
995006399 996911659 35523
912354648 933972318 746710
331224898 975410672 549698
995912732 998180255 652167
79520969 504541081 627676
832815768 876461206 481342
284156018 855062937 431122
782029678 816594193 758894
687673253 924724682 62070
839603317 931000338 724445
870106454 928467167 668197
445590456 487106679 999915
400206750 481187179 413055
603441455 921373654 21309
371566724 619152855 679191
588054193 820965462 25427
666397600 942976714 326415
267957540 680387886 536336
878574010 881190579 188398
39437205 528692105 655643
216645607 796276988 284942
935467732 982555434 480317
684950999 787806010 380715
884269454 924303400 488348
284062079 304841140 771725
377012805 380972931 657994
421892735 709694218 481626
319057385 695981374 777976
300132159 321996066 958677
9629005 215189851 478446
991675698 997964916 376998
146104517 562838444 557235
171649319 640013038 853388
443763045 459251985 419652
71056664 436977457 595613
173432925 180676954 842583
44220671 359296402 53471
45987883 774608656 288749
540483952 829386596 913244
75475854 92705164 480855
99813509 860273531 950442
114333536 542264470 934353
651906633 752915816 600993
788379800 977901386 936427
37942412 64265633 606208
336617564 427146091 593357
517369055 805999790 880259
734561058 795966305 355712
826379144 901665938 556889
806692860 858905625 186349
485129725 494527350 600736
980410266 995066187 553935
560772746 599628140 739221
226695606 299938358 870844
405053810 804907828 819492
631814344 930251376 242683
164782865 573862680 520618
574292829 617149424 866737
862182762 927422328 259182
527579157 765179383 999611
144656581 342301420 47021
504442419 634783213 164044
638603185 803204357 794089
672757039 748578721 317266
549509156 613038044 759481
279724674 742316319 621865
376398606 506967228 650920
263491609 888193542 984590
225795402 327881008 229228
69844728 900046581 827963
420279069 668852327 518439
715554519 851761181 264520
31270170 592289328 46399
270437581 434172507 523372
432083943 471484832 670972
639896286 907898805 422006
476879556 500843764 745642
930531425 997426434 248053
240651483 531244303 667106
11257659 732566231 155138
19454313 83565079 661023
608094946 717970769 167676
137036480 476804605 351911
962944004 998364469 259371
814578700 973846777 801409
753877262 840110574 703911
105980273 918027517 229698
685328423 991179534 236028
557190930 698124175 717439
963930971 993931841 575590
849593355 915565237 313885
245695486 572948199 845923
632200728 994252238 449631
323291880 359452577 388894
14872364 359140853 816434
333139761 403486956 547246
954736040 982191724 701658
35278098 75158164 845655
652812297 950214733 678857
858396849 882498452 333196
216840659 474256668 93652
378831641 899623686 914132
443757332 870126709 356285
191450200 378964091 640813
920786196 930302044 652537
864115404 960743388 917104
555981138 850325611 245852
303883058 312448911 439898
35222588 763275265 695164
153311175 452026716 511776
746574092 747419969 665637
526988646 618462519 601064
634206538 877834735 460020
492473558 735307204 901952
549242027 819955926 748162
900667280 956268373 599829
596577949 910400328 754005
592966267 782719332 243997
569529038 854272023 128431
373262863 880998408 344341
80584588 590105341 974382
680403334 910113816 801150
598107438 907845431 135080
683763895 924407267 463587
417063936 800310551 491935
647497587 692236850 611228
212212985 785423616 29220
452822424 531505612 939466
124410367 368228191 241034
551479217 629916416 658094
854117795 965497562 585563
592437000 855073738 893109
621720656 778475328 112267
216389806 233245749 505956
710151934 860698801 208229
60916632 729687243 473803
639527967 702308033 448695
227631973 863029206 838370
869509441 928172867 81753
983106089 985224574 957730
572472010 637176456 490993
535713890 896983065 894783
697370000 921083219 166918
509787566 968752862 671554
54740464 57064300 707605
445772860 852284759 254935
214125013 967915288 69814
83418244 694427440 518335
849099274 952475939 106625
734637502 784579944 758189
590908575 996260930 728078
708377355 934467490 332798
549808874 630270087 531764
220436766 280426317 768644
821033718 840731533 285256
501270513 600938905 453215
337586411 412654845 146765
771458982 815010185 347662
324706820 984115575 821732
65772323 969257495 396699
754274764 771807773 881292
408471538 462282949 435989
597888098 821235888 231486
973508035 992501092 293590
510029613 799421132 981552
217013402 715858296 234750
392915962 560232647 7923
64278881 242932456 178282
19480241 153491615 943649
621988809 717369115 573712
955405849 993462602 39698
774798880 874155168 318035
514811591 629908005 428567
600159142 611253537 635234
225533797 822078304 708437
95988323 380866176 824854
193259442 749785962 883589
864144392 950052059 71318
696319700 937440542 418879
218325090 544989823 676406
221041799 898383064 833035
552571836 646789250 431567
510662418 970668829 343021
180167978 802299614 348858
270769938 421441364 186988
951476563 975701814 462648
947575336 954916773 506928
985513135 991466815 617887
682673496 985267583 346110
118586982 655848698 220397
588045978 966045538 278318
716524256 852050699 480475
691593967 974395445 886504
779004789 867013763 726656
633382379 785174474 920690
207770672 446897091 525239
732947044 814454385 135132
803270534 864372735 93140
5436939 79722738 901339
520580344 659000345 7758
253264432 538149496 592102
30568236 398581215 6797
836928214 988481940 552275
854619709 959553776 66752
140749998 318501885 515449
428926212 785834561 345106
268838467 583299549 126527
311194930 377372425 271228
418352153 594232638 963422
345275508 418235759 798564
554447456 959340788 621282
124542047 802104202 45121
377227030 516912226 196462
105463633 857318034 405803
221830074 390482785 156035
538774443 726873520 92264
707571005 814020168 734526
575885468 905706925 651660
297722480 930303677 724979
703726878 816115931 134869
282523995 674179244 887859
252029915 969000754 986667
401879601 968157631 322430
800257971 877251822 499180
138058096 358644372 680657
438427999 785555176 962292
845958792 988006255 610586
656340819 963532440 704888
532273513 661930546 279510
121332064 306704303 540786
946364677 964156497 237527
360494400 943233395 743200
95068611 766404611 512334
372177646 520857168 931628
74702354 562619356 23562
478439925 634306641 567034
574684537 943621740 645936
147612855 213326304 193733
457937281 745566574 573105
249485870 311529664 77440
178210875 289687004 23234
726369812 905994817 707587
119327190 354860059 228157
216673051 256383579 376381
379888780 979462926 737622
466143636 630885415 47623
982665267 999276190 496612
780372775 805167033 210743
538703278 829040863 738336
380489169 629332630 904065
57246913 363461527 267333
530325480 672041317 739637
515090400 948364966 142147
892860429 973864961 23646
820117126 921897405 323810
342326234 849605407 200813
787132650 889293185 880040
591688520 963167825 740409
768998929 816622822 369690
741986613 845211447 424928
451964792 581778385 445751
477741505 873299845 862582
258335039 421416443 31633
653384279 804057052 883073
992925578 997482203 702464
416973769 470646020 228469
530484160 674459642 271190
476007634 747401309 65408
484954823 626241476 849866
505064621 646111928 789784
344809515 374327003 224195
959281432 970723137 936860
414538951 696350315 152274
275378717 549001036 603505
640151065 814071632 985569
198381866 364541111 306954
998167218 999331295 756311
142233405 218760512 287263
566617942 984309905 16872
553926646 816199890 953640
282528063 584665332 205177
652434703 970727596 920746
332156221 787516879 906603
929875929 931622818 158297
451990886 632905259 75489
707558745 846705542 236858
54771578 121511285 704413
138366404 309250088 789893
448429530 843717908 639674
81646085 711106020 855843
392099984 913690642 711993
475832710 768102981 204097
56247677 552850823 968376
210826787 323632454 9510
451548378 451683810 669304
422432039 488504030 218371
460710928 692541630 188688
23045583 845260365 379104
881318014 962838043 707030
179342177 861067877 521307
357295637 890317596 410523
729713443 873245930 154284
749171033 960279032 614068
569642765 866021759 6432
370780460 916612814 113760
79900008 338895992 709868
798802518 897312463 321801
318511903 474680075 850597
113585353 185096840 894503
506951862 692101471 742733
108628127 428597340 385102
136145367 749049877 255910
501741583 625468688 595354
524346129 803334131 250810
964522890 998955650 329020
904466187 918788746 702664
56520535 457119088 555722
930198675 948143064 487875
739087879 782347815 674319
489830015 591433505 388729
573796483 961328853 503064
57235766 273876422 715802
533024910 563860188 97647
380142380 498009967 864623
668022904 770537632 580236
695469309 966687300 717848
612458203 729363733 44193
648001061 960801972 300700
66888660 696650665 113922
939325840 943769950 855272
342893794 432034011 593848
42684995 411985623 683041
279909318 807787006 717897
559311689 644499739 226438
688732114 880778571 617889
888656617 999361125 629470
949919781 994952901 433159
872636597 897327979 16406
807475684 974238567 396884
771027623 886127939 584002
882166023 954302945 488290
593033011 845054060 968626
233410755 275657906 332917
965160330 970337327 402873
817365952 934910705 570807
240950948 786965909 366987
106402278 501868823 429378
947298995 976835742 614533
549210026 851275924 764532
807128864 922780771 634408
535006845 806892369 387962
6383296 829166540 637973
629054763 844968094 525378
456769992 553887068 181023
130004065 301869867 760136
44299720 104924054 237313
844656104 955054768 490388
848665245 937554568 326562
801576022 856059440 659148
969464431 989934505 113959
840008423 984122905 830639
494481122 980482790 646073
306946173 675646342 168012
90695823 338614951 217216
177434728 238129137 442893
169507657 925561945 623098
872436006 939870372 139487
834072523 983381179 545080
366866850 515504079 960314
475677691 903336259 927109
71066283 630112779 191058
196830463 209017687 758905
447049225 536104140 323075
482137084 833518245 656530
843619683 949200527 819325
769600119 965637194 43675
580317053 604370005 477066
815780477 850759173 578711
92230662 882577310 489284
628533126 661241530 658099
110612111 936816936 891173
203687935 955281901 245067
599723737 983840819 524109
923696354 982030280 542223
552933904 697016323 259461
250442900 376416477 401426
202865421 625557380 511069
672831972 953283454 120220
988202836 997266732 484742
199492878 472151444 923716
296790354 966577440 618348
700564726 815588843 1216
612959623 812735961 325590
539938255 742963061 651702
831009985 912458296 300527
338616893 840754373 579486
723198167 740092781 871141
134268874 703155969 771294
929375827 954558696 302731
409095153 931256453 384423
863755508 904709715 191698
529589293 974134405 898973
341338903 699674054 24391
544267300 714416300 514891
820465333 919244937 602881
830962867 911708684 677941
879076506 930851869 437660
360217721 646418724 655242
487203558 669295362 165182
515919442 606312481 293103
267653481 988612081 363706
546878597 569291024 266990
