4610 198
103615286 210897349 178044
105870266 238222474 438780
246568253 715658314 773504
512500149 708720315 271286
266304302 991300720 600189
153813751 991757974 189339
597251455 845775973 176277
761550241 890297479 753938
738109585 979272931 385702
132360180 879563981 73036
502621330 968110157 737215
519798498 563457270 974264
798956291 923439454 2901
688663146 928991966 696486
283561695 422306644 216616
103180780 404709305 266220
503955910 759826760 335987
569464238 882834011 673939
94532259 732761737 314575
759577888 778067682 89411
465529972 624396820 274350
51054601 217085770 203794
969646797 978228754 418256
317627841 506731160 789603
580378663 781230312 305732
580630735 850220609 167839
388586036 902820332 397925
640259870 870996855 637794
10886792 348686442 903454
917009276 964061176 448515
236021265 606680486 249425
630848036 771378817 125642
295829540 912232499 458495
91850938 487946395 908335
382738698 480619151 203731
958380092 997811904 881642
887201301 957179397 366700
990376740 993237785 126719
790804582 917078119 902315
877908660 997951465 648429
161099609 927724828 510740
654413557 971134780 411881
312516311 532501818 38329
550019602 724653944 180474
288282635 671230935 375420
441409063 669112094 128864
36654861 350091244 211046
418999798 565087355 10915
580079178 850413258 844866
818575462 871995022 704047
346032102 885593478 141211
288008064 743147987 264731
197345832 959847093 805546
727005187 742436199 194963
197948343 347392988 937150
571454563 865102255 610566
848521699 919464694 918439
623906160 853421141 152409
886768859 913800780 675484
496155969 840488011 536660
204377661 319271369 26677
557483277 688527878 922605
861190019 985495951 24256
438670823 724824031 625195
782084455 929502047 239438
826863439 923785339 651070
991805294 996188322 379026
722517647 839512892 24936
347693230 892104051 608578
935458377 939713309 188777
426835216 464226677 464046
496571195 670928716 95342
895024615 916948348 640266
446028816 983848905 740680
839568803 939889360 989646
450968049 974687814 893742
539561582 997962019 457009
298247668 974114410 169607
952142583 962435123 442749
78766981 625242482 823628
865718197 974655230 464021
449186897 760461309 175242
749192597 863136262 368010
724118420 789177416 406179
63119089 621896433 386307
853129044 895979233 257990
998412843 999707445 926613
492149860 742853871 250012
729049983 821206062 920843
683679590 723485273 618997
701660043 931182530 917484
170767549 769997937 52276
778117591 828816293 132710
881609556 928152393 368123
390982314 525773178 734357
132789569 796207226 433286
680480720 954915246 751678
860615942 948974954 406872
892853639 913452129 352024
250841876 617698264 415141
462291882 781935516 558974
684904303 895462879 30242
476323466 775390633 714807
954391934 994896946 196866
92166159 612068954 899399
326259870 592695527 350460
452050842 855766078 496634
653200911 800083563 942841
350986334 835755126 147332
32594511 337684509 733878
479118892 702894549 760303
301666604 622119376 156968
959666688 994925655 509459
180338675 219352002 553026
29677573 952936581 575914
39074352 703792329 673907
253594919 988129931 944039
573946547 699494513 841105
80480759 410279963 759190
417193049 436184983 11891
205919177 315296836 834436
286554150 354333611 875333
692943607 720771715 673290
342091671 992628245 139634
888147740 994464610 502957
601634492 728187023 882283
263291830 798939010 398938
707467605 803506915 517639
65398306 558210110 949634
889758776 977910903 831152
660466038 906246433 678805
971605291 990706595 35636
241909456 342282214 373491
913617323 998318474 255922
596909181 919046320 788360
411918095 500794927 444832
929814067 970871761 582176
951434368 953415615 746577
163587643 679405784 519099
679457629 759155358 114703
977610569 987551307 819496
51773510 920741698 867848
264960821 437786466 268477
66857984 322083537 817752
235238990 277445294 867289
392272676 806288355 871753
34273681 423770340 148142
999081580 999108833 850786
470397550 516620684 896312
985885508 990506476 487352
278477598 755784396 95498
389926413 740853801 332157
913722894 956456728 814323
317461491 408514839 259156
351145891 963273320 845999
38856522 816528639 523127
51100407 836298444 559539
373453738 942525658 251681
5591591 600788168 632812
18785982 615212579 677998
958817573 988951601 603967
486299201 771094259 218419
416794040 502045401 565404
949744138 967235930 253925
474573419 968284698 662492
836644477 955051700 341968
203597409 536460738 429670
629055458 713566134 196974
737426842 784347425 335102
887004209 902755817 326224
577921854 864238171 39869
767556118 877920213 953265
873129048 885967285 24879
796789625 828041733 121159
254277524 960935586 980263
777953840 947574407 157575
596931392 639067299 208698
117778682 359955851 102998
204906632 563753933 821267
379849047 978846479 880965
548386884 839180789 40746
788997817 850911490 48801
687297452 834371171 876239
378955957 664877366 422936
125491646 197776214 743088
312219372 754400363 715901
134050512 413725397 943283
653496387 813383951 722072
67462787 312303309 312332
333093447 760914534 920192
748196713 857414843 501970
757601998 907257608 506128
360656412 550598999 323358
997953043 998388153 108467
398960268 548936487 255726
17800984 59024512 13396
568499517 896320352 578845
288204923 657236398 410648
789994973 867521066 735582
606074747 645252828 172405
338656472 388336611 68548
863223656 946809358 409608
804626849 872663901 206376
661217543 833684696 34590
165787057 513961117 317963
440449273 937378469 640211
817492496 865235180 486714
515408366 682028775 111187
856548025 967817510 427140
272086136 946130709 736839
730507125 786892789 380144
295482412 936911677 485871
920397221 979106801 198579
28910225 631018381 157199
964741856 964846222 336371
820934715 974811182 322154
226335608 905041750 895224
660564741 894122528 807341
919446299 967033854 245918
644742733 726225026 608612
434600688 854687628 241290
117384746 713223184 296525
936799649 978870786 798357
490898980 782853330 484876
877610451 989098205 479650
142002192 151050237 646554
726431980 993283488 85502
102292057 487343787 868227
864801697 910621466 254070
82403662 969544817 22279
737948216 898377890 576580
22311693 75274200 284115
952063645 974117346 797989
915458956 989783296 649696
947215999 958850777 809860
885579238 976862409 972532
821915495 881525546 457444
111169725 627118221 217790
382859916 551315402 906885
812679349 918953418 420040
418621250 997119513 894357
831773735 862094805 180905
136563794 245477756 290526
89085280 289524702 700790
491046067 984831215 55110
489052718 791902984 180047
441101406 678332812 52316
556713096 904663987 265286
253535843 654183144 706281
65458087 66139517 424519
890970770 981593050 921906
893433077 970799205 949183
921038464 979555345 803474
770298565 936584701 562517
762755980 937429217 11977
466490004 889346658 628787
226093451 374104313 915744
645865500 738935207 50916
437657385 585318619 710252
71497547 897814826 565849
482167248 968911984 294046
810807759 961718170 311063
863730117 887427332 471099
209538744 750438795 430486
666384270 756495051 574159
792304887 892952272 921526
643199468 890625509 514231
506520474 733068602 251319
841082320 997205718 170619
700408386 858359262 303782
742978238 886120300 116229
450930819 914665707 356727
668245453 868321634 13083
330424882 722571086 146357
337813127 746325812 911621
590620028 919372812 246262
779873038 897468641 713136
345058250 667382066 162894
783226920 788755780 700863
515947842 806681381 248826
85180367 315101610 987304
976356896 985911716 908507
581677926 935771502 142045
253816931 351641510 409417
392026088 997386796 221226
868134033 981304013 211601
89894531 153857917 894218
243500089 720926909 91442
506748940 606706575 308169
33866818 876827476 250366
553477773 860975602 33931
617381829 681945482 349789
809288709 893567825 554559
43846842 122094528 137852
864747156 929968717 916186
875966482 943431707 989747
247320448 714147800 562936
632589302 810351608 604967
406112019 980419403 247135
787883640 812698972 176805
242946989 500971471 681044
595865176 995713571 807396
116459153 713805281 403641
33459993 805760467 927785
341619666 826306695 348814
863267687 887603845 942533
943604609 945970973 452348
879142832 887910572 425111
80222657 590684666 519171
458351076 545749871 939237
927926326 943236336 122619
743045877 774609635 259356
129154144 719008210 87401
988381629 988855424 164724
838184590 874764389 167393
818180294 911539365 768706
549144124 971198731 196087
779726994 941578087 145019
694165606 860243962 43476
669656177 831018338 149187
961181721 987344656 531275
340472275 727240368 548684
679234948 795832947 131892
749651761 855247845 929296
133457022 268331448 429948
487652565 757792148 489449
408356020 863417081 522075
373211160 445151095 464511
51573682 315408527 126291
536945335 567802628 899440
221736290 947681905 173581
325148889 754909223 303372
197134836 928488120 657087
183400207 191596424 410340
399074644 425746434 563533
386197803 750854644 873574
437031169 602160413 519613
771085506 807707871 291666
367830305 531820506 939630
72661237 327210393 343899
493548080 919972627 884751
686032725 829525327 202058
708630436 917509251 18011
951144606 992680312 524900
33511441 865296297 460887
410916180 826236215 363046
13638964 699833797 620008
365055137 453559405 592881
622440716 997671794 514212
467705612 953535940 273494
293570864 675042867 687308
272073672 968771995 983038
297519596 467260956 228065
539979405 732741914 758137
128195827 178335475 677263
880934746 943125878 542444
393215587 952784701 252233
408420893 591333401 33556
660672776 969582873 407523
627311841 770040290 127953
588963488 725456080 563323
729065954 837658005 251187
957194546 986083403 997750
687965976 718444421 13843
941584816 948429495 320387
520675754 676859936 971161
462608560 877541499 392313
713363777 803697889 332040
423672964 953633551 338228
703505044 872909991 284557
97089024 964382878 961394
41011696 715856662 426853
771827949 786836537 644545
565606492 580679042 503649
294100495 544193852 954685
183501304 546026697 380629
643085802 647026370 907235
541187259 866711478 642054
637723648 690309342 874660
670063056 928758716 69550
529653236 867845400 545816
720749324 970568147 805401
350241118 584678462 159628
384984980 509530093 933058
935204767 984953523 17236
993030815 998166666 955888
664967642 793660995 812752
282667277 917522419 122940
251531809 979190796 891251
127692966 513732468 665007
706247620 755802142 293715
750761106 788133673 965257
664874134 788154640 887761
317337146 849285221 885675
241391670 361535466 195890
401527105 413995265 450669
117102197 313758200 149328
478962826 714259661 41900
395460238 894861715 14036
392028058 982992704 818911
275143079 657428834 275627
673125080 773972152 128270
988920518 990642922 911196
728290254 952901988 41106
774173155 958681046 323380
563644418 624974924 643720
996509131 997318983 809761
770341181 890642210 653490
228994025 604160314 216062
242298420 511143875 645194
819973013 892301404 521495
67853922 72866520 691136
468012902 575326858 571191
850994285 926748354 922071
844395603 952530864 34487
124029595 210168279 801263
920632868 962614381 855764
806194612 944926608 456142
132796155 746958466 527911
649804899 768786633 4154
218801193 282589086 842625
656998684 952057331 991582
423885143 673064505 579274
291797124 780651530 101531
845059686 935373595 677215
823506226 901052050 288579
732063235 812462737 536908
894668475 997329089 884704
123652341 989155618 851442
147401453 176679296 554401
579027899 884665247 477238
847048891 889494650 418863
121924067 172203300 492745
307815104 385470357 968885
921728975 986427574 614673
760520166 856651395 970650
848834548 944075728 468214
593669326 628469207 935327
412037680 726447301 387143
479409882 693916093 83353
584090938 626314279 390680
348079838 703667473 669926
859283803 929040781 605274
842085028 850528184 988736
258897507 770098809 287499
224353523 595410682 721787
460752334 904010466 574470
834893653 956112685 856358
48067740 480464410 53919
109844136 312444670 723175
68201134 673086606 954978
632071251 737430771 884088
209837511 410944400 493504
533146467 544762471 718530
8085335 167326544 182892
397891210 442500903 651996
817164349 845122996 337015
566193328 747922585 214237
394890335 503895485 687099
916469981 929839405 997365
879642512 932594726 493026
573505832 891752985 855334
825117220 950392599 448626
996989039 998387107 892098
938729093 938864540 424840
355883743 774503976 82382
567755119 724786982 104687
19005807 872677487 45617
509140651 519993927 97805
759462698 787667574 327282
158947277 722334338 680478
656776986 863433270 311132
134626624 589612280 731814
724538507 921299830 7048
658433810 891866387 388380
372485349 923380977 843780
630437922 957551091 452560
760480324 810121733 80550
715808342 949411976 589078
611868601 903650161 843413
233419320 271080658 979195
738527094 808487285 594015
933346652 942004446 519052
445760470 740645883 210578
667155753 990724222 700706
401555559 554967213 528989
314516734 678302625 191285
726707584 751713839 745903
66696611 373333086 436258
857139453 860925761 309041
567629557 713819115 102760
773638670 825310504 905805
55376629 476516772 206206
255558971 807088095 361396
211887222 296454053 782763
339630666 705899057 713374
75305600 979373398 839566
842357156 900146253 541395
557597321 910761262 671390
468568213 982464286 473890
591742647 721296498 937521
847180423 977426314 53168
167598962 680262264 648993
821345557 880201968 927293
447776770 608838356 482399
807681779 963756866 707450
918502994 979913819 923381
710328769 902452200 237441
149219716 176644445 698556
854021355 932982471 181868
917654312 964942090 323944
49454547 835474927 22787
773867257 962784938 33291
10702238 603011314 988362
519587383 650226447 214065
278765226 830108532 310188
969996268 994801380 524419
884800638 904157813 386569
993340458 995330645 779585
67258311 693154172 695225
243833797 773379427 645414
517854997 983596178 260922
877137223 937340978 511055
226990554 563369306 321866
249970795 667973662 710972
426447312 589027975 512672
18629453 756825632 599109
797110865 800113840 123375
76466807 971905835 768522
778797147 962337375 712932
488197460 916663750 942705
167597539 294582205 768520
530175136 580603681 277668
625348805 908215240 413622
770924142 872239985 702422
895706314 997884012 651252
135208070 682724894 919132
687438595 941816357 405951
823354768 895589468 658156
108321292 545553275 339200
539185599 877716993 796007
848800025 864308092 542507
89377824 672176790 774558
641148300 874612228 753724
97110331 185760044 347429
123044297 304804389 575144
163679667 331243516 722580
390599121 527463507 58554
419573827 787823581 916292
652411334 890793049 637659
466704307 754161407 883579
844556892 994922908 269467
421583753 628720191 773566
753374977 902825394 881305
216154373 413416075 323429
126535320 510076809 178846
794838856 834458912 793809
120272862 507380187 149794
879862871 881194391 806337
953095942 981345596 836130
544282291 738538376 196496
9458586 349940831 457499
861627816 968185074 810955
42154909 144885354 131127
417147793 827323788 814216
31567148 75246310 991050
142671564 733169774 737141
892243493 942070806 379390
900872700 980899245 602731
563760811 594988764 543336
332541203 489069704 99228
854190707 963821701 833325
75308446 948887732 500594
741347885 959360394 179660
89397660 916964234 284685
476054055 802681860 559355
240613363 312599742 500307
587274558 625055928 950498
190301398 276978799 771757
96557829 642968502 512555
660383068 964152679 730403
586344454 758939350 26760
704115610 725438398 677590
683362254 844389433 283822
890110750 935605450 929924
182460626 686947349 280128
567614352 707630063 661557
646885558 902933388 252814
428228209 429988670 315673
649473186 749069980 229018
473072687 652959700 175989
752966848 910958168 919010
28074898 980180454 790169
547814576 626219366 875341
640813042 677190004 13087
716998419 948511122 666223
160810509 870454996 219949
686012782 987190279 675912
206494024 526327064 97302
925377437 992829023 26453
948451170 966548160 54071
961639479 976025436 662865
325741721 493402584 678247
352075551 743652644 214208
274586668 498886688 863755
850205099 976403652 813173
892464505 896311046 96945
10204921 385716844 120063
959982221 989521508 566452
481173437 633360229 449905
184703600 762897920 999471
473866963 885679013 655570
849306907 952462951 275427
171521039 890426063 970320
49453875 549398603 886370
302426715 859179773 389991
479407648 754898310 988048
890954688 904029063 539447
306590063 933468810 117879
461803742 828026921 505335
881166673 881744100 388811
577570312 708181248 97827
635608072 679471357 353778
177983691 582293117 919669
427492974 460065534 679305
874472437 970171492 407624
860357459 981340084 146286
48361177 410915674 79667
454607964 485944891 680103
57650767 711399511 654163
786348208 949451930 696470
155378859 658349136 773312
689055911 877245403 812599
418153327 789866620 982005
607250662 883602965 59986
780819116 942661557 486505
836343776 912145839 81543
62225274 89656450 801515
987888242 999891123 406987
690665381 948024932 89691
881446497 904844669 560071
124915556 884845576 414186
303152797 882211864 619190
813721013 862934251 637147
957300196 980710579 740601
569130734 612739381 871027
446054901 511117713 889274
758790046 878441506 923465
281441671 387463787 962149
856973294 969399497 821956
646540015 759166677 974296
441885454 769850663 834594
311615592 796049321 603159
121677064 438731892 57716
217398776 498005375 430646
284997879 407147755 775439
760266445 960775306 472774
360967630 748404021 17890
570366389 914286693 772113
232646370 747985444 757938
116335804 747167573 953197
496826797 855668152 219371
331177694 957420324 374362
878274836 928651787 942773
704957625 839252537 481748
12675530 397333898 631368
709871467 967789799 269305
